week_start,region_id,total_weight,total_amount,trade_count,price_per_kg,weather_region,water_temp,wind_speed,month,season_peak,week_of_year,week_of_year_sin,week_of_year_cos,rolling_weight_4w,rolling_weight_12w,lag_weight_1w,lag_weight_2w,lag_weight_3w,lag_price_1w,rolling_price_4w
2023-11-27,3,1912,3298000,69,1724.8953974895398,거제도,17.557142857142857,6.428571428571429,11,1,48,-0.4647231720437684,0.88545602565321,3721.5,2568.4166666666665,2217.0,3268.0,6208.0,1488.4979702300407,1586.4176948166955
2023-12-04,3,2371,3456000,54,1457.612821594264,거제도,17.914285714285715,5.757142857142857,12,1,49,-0.35460488704253595,0.9350162426854147,3401.25,2679.5,1912.0,2217.0,3268.0,1724.8953974895398,1599.3515347935274
2023-12-11,3,6309,9955000,103,1577.9045807576479,거제도,17.771428571428572,8.314285714285715,12,1,50,-0.2393156642875578,0.970941817426052,2442.0,2705.0833333333335,2371.0,1912.0,2217.0,1457.612821594264,1573.733799470444
2023-12-18,3,2960,5003000,75,1690.2027027027027,거제도,16.400000000000002,6.833333333333333,12,1,51,-0.12053668025532363,0.992708874098054,3202.25,3021.25,6309.0,2371.0,1912.0,1577.9045807576479,1562.2276925178733
2023-12-25,3,745,1864000,38,2502.013422818792,거제도,16.0,5.459999999999999,12,1,52,6.432490598706546e-16,1.0,3388.0,3163.1666666666665,2960.0,6309.0,2371.0,1690.2027027027027,1612.6538756360385
2024-01-01,3,2240,4429000,69,1977.232142857143,거제도,15.528571428571428,6.671428571428572,1,0,1,0.12053668025532305,0.992708874098054,3096.25,3019.75,745.0,2960.0,6309.0,2502.013422818792,1806.9333819683516
2024-01-08,3,592,1158000,20,1956.081081081081,거제도,16.142857142857142,6.0,1,0,2,0.23931566428755774,0.970941817426052,3063.5,3040.0833333333335,2240.0,745.0,2960.0,1977.232142857143,1936.8382122840712
2024-01-15,3,870,1721000,33,1978.16091954023,거제도,15.142857142857142,8.757142857142856,1,0,3,0.3546048870425356,0.9350162426854148,1634.25,2837.5833333333335,592.0,2240.0,745.0,1956.081081081081,2031.3823373649298
2024-01-22,3,2482,4894000,41,1971.7969379532635,거제도,15.799999999999999,7.0,1,0,4,0.4647231720437685,0.8854560256532099,1111.75,2740.4166666666665,870.0,592.0,2240.0,1978.16091954023,2103.3718915743116
2024-01-29,3,1575,3151000,42,2000.6349206349207,거제도,15.428571428571429,7.071428571428571,1,0,5,0.5680647467311558,0.8229838658936564,1546.0,2681.1666666666665,2482.0,870.0,592.0,1971.7969379532635,1970.8177703579292
2024-02-05,3,711,1414000,29,1988.748241912799,거제도,14.442857142857141,6.8428571428571425,2,0,6,0.6631226582407952,0.7485107481711011,1379.75,2295.0833333333335,1575.0,2482.0,870.0,2000.6349206349207,1976.6684648023738
2024-02-12,3,504,942000,12,1869.047619047619,거제도,14.685714285714285,5.042857142857143,2,0,7,0.7485107481711011,0.6631226582407953,1409.5,2082.0,711.0,1575.0,2482.0,1988.748241912799,1984.8352550103032
2024-02-26,3,48,132000,2,2750.0,거제도,14.814285714285715,8.914285714285715,2,0,9,0.8854560256532099,0.4647231720437686,1318.0,1939.25,504.0,711.0,1575.0,1869.047619047619,1957.5569298871505
2024-03-11,3,3,25000,1,8333.333333333334,거제도,14.114285714285714,5.085714285714286,3,0,11,0.970941817426052,0.23931566428755804,709.5,1783.9166666666667,48.0,504.0,711.0,2750.0,2152.107695398835
